Proportion,Layers,Nodes,Activations,Returns,36_Returns,60_Returns,Deployed_Capital,36_Deployed,60_Deployed
1.5625000000000002,7,"[17, 61, 18, 35, 20, 51, 39]","['tanh', 'tanh', 'softmax', 'relu', 'tanh', 'relu', 'relu']",3.5393,4.5822,1.5596,2272382575.0,1488351575.0,784031000.0
1.725,7,"[60, 45, 37, 49, 33, 57, 57]","['tanh', 'softmax', 'relu', 'relu', 'tanh', 'tanh', 'relu']",3.4342,4.3587,1.6683,2273753725.0,1492398775.0,781354950.0
1.8875000000000002,7,"[33, 54, 38, 40, 36, 48, 18]","['softmax', 'relu', 'softmax', 'tanh', 'tanh', 'relu', 'tanh']",3.5069,4.355,1.8889,2276413475.0,1493542475.0,782871000.0
2.0500000000000003,7,"[28, 50, 27, 21, 62, 19, 27]","['softmax', 'softmax', 'relu', 'softmax', 'tanh', 'softmax', 'relu']",3.2919,4.3431,1.3057,2271189625.0,1485186200.0,786003425.0
2.2125000000000004,7,"[41, 63, 59, 58, 62, 33, 30]","['relu', 'softmax', 'tanh', 'tanh', 'tanh', 'tanh', 'relu']",3.5776,4.4189,1.9794,2268835675.0,1486414450.0,782421225.0
2.375,7,"[22, 56, 18, 36, 18, 27, 54]","['tanh', 'relu', 'relu', 'tanh', 'relu', 'softmax', 'relu']",3.5883,4.5114,1.8316,2273975325.0,1490689300.0,783286025.0
2.5375,7,"[50, 59, 60, 20, 43, 45, 50]","['relu', 'tanh', 'softmax', 'softmax', 'tanh', 'softmax', 'relu']",3.4928,4.4196,1.7185,2270804475.0,1491660025.0,779144450.0
2.7,7,"[29, 60, 62, 30, 22, 37, 32]","['softmax', 'tanh', 'softmax', 'tanh', 'tanh', 'softmax', 'tanh']",3.5075,4.4937,1.6414,2275350300.0,1488613825.0,786736475.0
2.8625000000000003,7,"[62, 35, 28, 63, 34, 59, 16]","['relu', 'relu', 'softmax', 'relu', 'tanh', 'relu', 'softmax']",3.4518,4.413,1.6286,2276282700.0,1490447650.0,785835050.0
3.0250000000000004,7,"[62, 62, 59, 52, 32, 43, 26]","['relu', 'tanh', 'softmax', 'relu', 'relu', 'tanh', 'softmax']",3.5395,4.5087,1.6801,2274722600.0,1495319475.0,779403125.0
3.1875,7,"[42, 46, 21, 46, 50, 43, 21]","['tanh', 'tanh', 'softmax', 'tanh', 'relu', 'tanh', 'relu']",3.5714,4.4962,1.8089,2274082925.0,1491521050.0,782561875.0
3.35,7,"[21, 41, 51, 62, 49, 46, 32]","['tanh', 'relu', 'relu', 'softmax', 'softmax', 'softmax', 'softmax']",3.5717,4.525,1.7808,2275252100.0,1484859775.0,790392325.0
3.5125,7,"[30, 62, 60, 60, 36, 55, 51]","['softmax', 'softmax', 'tanh', 'relu', 'softmax', 'tanh', 'relu']",3.6046,4.4334,2.0241,2271707775.0,1490218725.0,781489050.0
3.6750000000000003,7,"[61, 16, 36, 26, 39, 26, 60]","['relu', 'relu', 'softmax', 'tanh', 'softmax', 'tanh', 'relu']",3.4805,4.491,1.5618,2278899300.0,1492699450.0,786199850.0
3.8375000000000004,7,"[21, 46, 48, 45, 16, 58, 20]","['softmax', 'tanh', 'tanh', 'tanh', 'tanh', 'softmax', 'relu']",3.4322,4.4658,1.4455,2269580175.0,1492880200.0,776699975.0
4.0,7,"[52, 37, 51, 53, 39, 44, 63]","['tanh', 'relu', 'softmax', 'tanh', 'tanh', 'tanh', 'softmax']",3.4657,4.4011,1.7012,2271618825.0,1484631575.0,786987250.0
0.1,8,"[19, 34, 39, 35, 23, 43, 56, 35]","['tanh', 'softmax', 'softmax', 'softmax', 'softmax', 'tanh', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.2625,8,"[39, 48, 37, 42, 26, 23, 41, 26]","['softmax', 'relu', 'softmax', 'relu', 'tanh', 'tanh', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.42500000000000004,8,"[29, 44, 50, 57, 48, 36, 58, 23]","['softmax', 'tanh', 'softmax', 'tanh', 'relu', 'tanh', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.5875,8,"[57, 22, 42, 29, 62, 63, 31, 38]","['tanh', 'softmax', 'softmax', 'tanh', 'relu', 'tanh', 'tanh', 'softmax']",,,,0.0,0.0,0.0
0.75,8,"[46, 42, 61, 50, 37, 21, 40, 42]","['tanh', 'relu', 'softmax', 'tanh', 'tanh', 'relu', 'relu', 'tanh']",,,,0.0,0.0,0.0
0.9125,8,"[28, 55, 29, 48, 17, 32, 59, 16]","['tanh', 'tanh', 'tanh', 'softmax', 'relu', 'tanh', 'relu', 'softmax']",,,,0.0,0.0,0.0
1.0750000000000002,8,"[42, 19, 17, 22, 55, 20, 17, 38]","['relu', 'relu', 'tanh', 'tanh', 'softmax', 'tanh', 'relu', 'softmax']",3.5056,4.4865,1.6348,2271614600.0,1490225450.0,781389150.0
1.2375,8,"[41, 50, 59, 25, 63, 52, 20, 50]","['relu', 'relu', 'tanh', 'relu', 'relu', 'tanh', 'softmax', 'softmax']",3.4253,4.4655,1.4648,2273907700.0,1485674200.0,788233500.0
1.4000000000000001,8,"[21, 52, 56, 22, 51, 16, 57, 43]","['tanh', 'softmax', 'tanh', 'softmax', 'tanh', 'tanh', 'softmax', 'relu']",3.4743,4.5719,1.4005,2273226875.0,1486479050.0,786747825.0
1.5625000000000002,8,"[20, 33, 30, 44, 54, 35, 32, 57]","['relu', 'tanh', 'tanh', 'tanh', 'relu', 'tanh', 'relu', 'softmax']",3.5119,4.384,1.8388,2272400925.0,1493799225.0,778601700.0
1.725,8,"[59, 56, 28, 61, 25, 57, 43, 51]","['tanh', 'softmax', 'relu', 'relu', 'relu', 'softmax', 'tanh', 'softmax']",3.46,4.3537,1.773,2277918575.0,1489116550.0,788802025.0
1.8875000000000002,8,"[30, 33, 23, 54, 29, 38, 33, 29]","['softmax', 'softmax', 'softmax', 'relu', 'relu', 'tanh', 'tanh', 'relu']",3.4515,4.5037,1.4657,2267991425.0,1482487300.0,785504125.0
2.0500000000000003,8,"[23, 55, 52, 28, 56, 18, 41, 29]","['softmax', 'tanh', 'relu', 'softmax', 'softmax', 'softmax', 'relu', 'softmax']",3.3633,4.3513,1.4894,2271450200.0,1487289250.0,784160950.0
2.2125000000000004,8,"[60, 37, 42, 34, 53, 36, 39, 27]","['tanh', 'softmax', 'relu', 'relu', 'tanh', 'softmax', 'tanh', 'softmax']",3.4761,4.4854,1.5561,2276094725.0,1491916875.0,784177850.0
2.375,8,"[23, 25, 45, 23, 60, 55, 40, 36]","['relu', 'tanh', 'tanh', 'relu', 'tanh', 'relu', 'tanh', 'relu']",3.3991,4.3868,1.5122,2272806650.0,1491888075.0,780918575.0
2.5375,8,"[17, 56, 42, 41, 35, 59, 21, 59]","['softmax', 'softmax', 'tanh', 'relu', 'tanh', 'softmax', 'softmax', 'softmax']",3.5588,4.5874,1.5952,2275575325.0,1493312750.0,782262575.0
2.7,8,"[46, 39, 58, 34, 34, 35, 38, 62]","['relu', 'relu', 'tanh', 'softmax', 'relu', 'tanh', 'tanh', 'softmax']",3.5178,4.4888,1.6707,2271089550.0,1488570750.0,782518800.0
2.8625000000000003,8,"[23, 27, 28, 21, 16, 37, 21, 17]","['relu', 'softmax', 'softmax', 'softmax', 'relu', 'softmax', 'softmax', 'softmax']",3.4383,4.3812,1.6391,2275115625.0,1492737525.0,782378100.0
3.0250000000000004,8,"[33, 58, 16, 62, 22, 39, 57, 46]","['relu', 'softmax', 'tanh', 'softmax', 'relu', 'softmax', 'tanh', 'relu']",3.4843,4.4629,1.6293,2272044700.0,1487381100.0,784663600.0
3.1875,8,"[19, 29, 29, 32, 43, 35, 51, 53]","['tanh', 'softmax', 'relu', 'tanh', 'relu', 'relu', 'relu', 'softmax']",3.3635,4.4908,1.2128,2278383800.0,1494865375.0,783518425.0
3.35,8,"[36, 29, 23, 42, 41, 24, 46, 56]","['softmax', 'softmax', 'tanh', 'relu', 'tanh', 'tanh', 'relu', 'tanh']",3.4384,4.3768,1.658,2272557375.0,1488187325.0,784370050.0
3.5125,8,"[42, 40, 59, 34, 17, 42, 17, 63]","['relu', 'tanh', 'tanh', 'tanh', 'softmax', 'tanh', 'relu', 'tanh']",3.4597,4.454,1.576,2273695950.0,1488156350.0,785539600.0
3.6750000000000003,8,"[22, 38, 37, 23, 57, 17, 23, 55]","['relu', 'softmax', 'relu', 'softmax', 'softmax', 'softmax', 'softmax', 'tanh']",3.4875,4.4912,1.5688,2276860400.0,1494921600.0,781938800.0
3.8375000000000004,8,"[47, 19, 63, 52, 62, 20, 34, 17]","['relu', 'relu', 'softmax', 'softmax', 'softmax', 'relu', 'relu', 'relu']",3.4392,4.3737,1.6528,2269898900.0,1490278175.0,779620725.0
4.0,8,"[26, 44, 55, 41, 62, 57, 56, 17]","['softmax', 'tanh', 'relu', 'relu', 'tanh', 'tanh', 'relu', 'tanh']",3.423,4.4095,1.5236,2276717350.0,1498456900.0,778260450.0
0.1,9,"[51, 59, 46, 23, 51, 55, 35, 52, 25]","['softmax', 'relu', 'softmax', 'tanh', 'tanh', 'softmax', 'tanh', 'softmax', 'softmax']",,,,0.0,0.0,0.0
0.2625,9,"[59, 37, 40, 34, 20, 48, 61, 40, 51]","['tanh', 'relu', 'softmax', 'relu', 'relu', 'relu', 'relu', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.42500000000000004,9,"[27, 62, 41, 31, 28, 62, 40, 22, 22]","['tanh', 'relu', 'tanh', 'relu', 'tanh', 'softmax', 'softmax', 'tanh', 'relu']",,,,0.0,0.0,0.0
0.5875,9,"[57, 28, 31, 21, 62, 51, 17, 35, 20]","['tanh', 'relu', 'softmax', 'relu', 'relu', 'relu', 'tanh', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.75,9,"[45, 23, 46, 22, 48, 23, 26, 41, 28]","['relu', 'relu', 'tanh', 'softmax', 'tanh', 'relu', 'relu', 'softmax', 'tanh']",,,,0.0,0.0,0.0
0.9125,9,"[62, 29, 36, 22, 16, 16, 55, 56, 60]","['softmax', 'relu', 'tanh', 'tanh', 'softmax', 'tanh', 'tanh', 'relu', 'tanh']",,,,0.0,0.0,0.0
1.0750000000000002,9,"[27, 25, 44, 51, 55, 62, 59, 22, 44]","['softmax', 'softmax', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'relu', 'softmax']",3.5341,4.533,1.6413,2272530850.0,1487463075.0,785067775.0
1.2375,9,"[19, 32, 36, 34, 59, 29, 38, 40, 16]","['softmax', 'relu', 'relu', 'softmax', 'tanh', 'softmax', 'tanh', 'relu', 'tanh']",3.4727,4.4087,1.681,2271006225.0,1491727525.0,779278700.0
1.4000000000000001,9,"[63, 53, 59, 57, 20, 28, 18, 20, 47]","['relu', 'tanh', 'softmax', 'tanh', 'tanh', 'relu', 'tanh', 'softmax', 'relu']",3.6039,4.5185,1.8548,2279520250.0,1496859900.0,782660350.0
1.5625000000000002,9,"[56, 29, 55, 25, 43, 58, 26, 57, 31]","['relu', 'softmax', 'tanh', 'softmax', 'relu', 'tanh', 'softmax', 'relu', 'relu']",3.6329,4.4584,2.0707,2269126850.0,1484629700.0,784497150.0
1.725,9,"[39, 20, 56, 39, 18, 55, 19, 48, 55]","['relu', 'tanh', 'relu', 'tanh', 'softmax', 'tanh', 'relu', 'softmax', 'relu']",3.4289,4.5171,1.3778,2268199550.0,1481975575.0,786223975.0
1.8875000000000002,9,"[54, 29, 24, 22, 53, 47, 38, 40, 39]","['softmax', 'tanh', 'tanh', 'relu', 'tanh', 'relu', 'relu', 'tanh', 'relu']",3.5247,4.5317,1.628,2277726300.0,1487843500.0,789882800.0
2.0500000000000003,9,"[60, 36, 63, 34, 53, 16, 33, 42, 33]","['softmax', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'relu', 'relu', 'relu']",3.4641,4.3485,1.7852,2271032825.0,1487517450.0,783515375.0
2.2125000000000004,9,"[34, 27, 38, 46, 24, 55, 37, 21, 45]","['relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh']",3.5646,4.5781,1.6418,2274513975.0,1489396675.0,785117300.0
2.375,9,"[46, 42, 52, 62, 18, 63, 37, 47, 32]","['softmax', 'softmax', 'relu', 'softmax', 'softmax', 'softmax', 'relu', 'relu', 'softmax']",3.4971,4.4844,1.6049,2273812300.0,1494231550.0,779580750.0
2.5375,9,"[37, 50, 20, 60, 29, 39, 39, 29, 56]","['tanh', 'tanh', 'relu', 'softmax', 'tanh', 'tanh', 'relu', 'relu', 'tanh']",3.4029,4.3274,1.643,2277310350.0,1493001625.0,784308725.0
2.7,9,"[18, 24, 30, 49, 52, 36, 27, 30, 23]","['softmax', 'relu', 'softmax', 'relu', 'relu', 'softmax', 'softmax', 'relu', 'tanh']",3.4338,4.3878,1.6277,2270076850.0,1485461450.0,784615400.0
2.8625000000000003,9,"[40, 20, 54, 42, 63, 57, 17, 16, 50]","['tanh', 'softmax', 'softmax', 'relu', 'tanh', 'tanh', 'softmax', 'relu', 'softmax']",3.6865,4.5218,2.0932,2274070350.0,1491936900.0,782133450.0
3.0250000000000004,9,"[52, 31, 22, 59, 45, 33, 48, 52, 47]","['tanh', 'softmax', 'tanh', 'softmax', 'relu', 'relu', 'relu', 'tanh', 'relu']",3.5966,4.5043,1.8592,2271070475.0,1491766450.0,779304025.0
3.1875,9,"[31, 48, 50, 49, 20, 40, 27, 37, 17]","['relu', 'softmax', 'tanh', 'softmax', 'relu', 'tanh', 'softmax', 'tanh', 'softmax']",3.5417,4.4445,1.8336,2275786150.0,1488850825.0,786935325.0
3.35,9,"[37, 51, 45, 55, 40, 38, 60, 43, 35]","['tanh', 'softmax', 'relu', 'softmax', 'relu', 'relu', 'relu', 'tanh', 'tanh']",3.582,4.4726,1.8968,2272434000.0,1486718950.0,785715050.0
3.5125,9,"[22, 18, 28, 26, 31, 53, 25, 31, 60]","['tanh', 'softmax', 'relu', 'relu', 'softmax', 'softmax', 'tanh', 'relu', 'tanh']",3.4494,4.228,1.9701,2266902200.0,1485141150.0,781761050.0
3.6750000000000003,9,"[21, 32, 53, 42, 52, 53, 44, 34, 19]","['relu', 'tanh', 'relu', 'relu', 'tanh', 'tanh', 'softmax', 'relu', 'softmax']",3.5788,4.3979,2.005,2273492925.0,1495304625.0,778188300.0
3.8375000000000004,9,"[40, 32, 47, 24, 36, 59, 42, 62, 38]","['relu', 'tanh', 'softmax', 'softmax', 'relu', 'tanh', 'tanh', 'tanh', 'relu']",3.4058,4.3793,1.5427,2271196375.0,1491755700.0,779440675.0
4.0,9,"[46, 31, 47, 36, 37, 55, 52, 31, 26]","['tanh', 'relu', 'softmax', 'softmax', 'softmax', 'tanh', 'softmax', 'softmax', 'relu']",3.4553,4.5106,1.4567,2270040825.0,1485609300.0,784431525.0
0.1,10,"[40, 41, 40, 63, 45, 48, 46, 33, 23, 41]","['softmax', 'relu', 'softmax', 'softmax', 'tanh', 'tanh', 'relu', 'tanh', 'relu', 'tanh']",,,,0.0,0.0,0.0
0.2625,10,"[57, 18, 60, 18, 17, 47, 39, 61, 41, 26]","['tanh', 'relu', 'tanh', 'relu', 'relu', 'softmax', 'relu', 'relu', 'relu', 'softmax']",,,,0.0,0.0,0.0
0.42500000000000004,10,"[39, 60, 60, 50, 43, 57, 33, 41, 48, 37]","['softmax', 'tanh', 'softmax', 'softmax', 'softmax', 'softmax', 'relu', 'softmax', 'softmax', 'tanh']",,,,0.0,0.0,0.0
0.5875,10,"[63, 29, 37, 32, 42, 59, 32, 45, 38, 21]","['relu', 'tanh', 'relu', 'relu', 'softmax', 'tanh', 'tanh', 'softmax', 'softmax', 'relu']",,,,0.0,0.0,0.0
0.75,10,"[61, 34, 40, 22, 35, 50, 50, 53, 43, 55]","['tanh', 'tanh', 'softmax', 'relu', 'relu', 'tanh', 'softmax', 'relu', 'softmax', 'softmax']",,,,0.0,0.0,0.0
0.9125,10,"[46, 45, 34, 43, 59, 25, 31, 62, 19, 26]","['relu', 'relu', 'softmax', 'softmax', 'relu', 'relu', 'softmax', 'softmax', 'softmax', 'relu']",,,,0.0,0.0,0.0
1.0750000000000002,10,"[53, 33, 23, 24, 58, 48, 42, 37, 21, 45]","['relu', 'tanh', 'relu', 'softmax', 'tanh', 'relu', 'softmax', 'tanh', 'softmax', 'relu']",3.6073,4.521,1.8795,2271641925.0,1485882400.0,785759525.0
1.2375,10,"[47, 19, 19, 42, 48, 50, 24, 55, 36, 30]","['tanh', 'tanh', 'softmax', 'softmax', 'relu', 'softmax', 'relu', 'relu', 'tanh', 'relu']",3.5999,4.5953,1.7116,2274759650.0,1489523325.0,785236325.0
1.4000000000000001,10,"[20, 18, 35, 59, 49, 30, 41, 43, 20, 56]","['tanh', 'tanh', 'tanh', 'tanh', 'relu', 'relu', 'tanh', 'softmax', 'relu', 'tanh']",3.5235,4.3876,1.8739,2270531350.0,1489989475.0,780541875.0
1.5625000000000002,10,"[36, 37, 35, 34, 44, 63, 37, 51, 56, 59]","['softmax', 'relu', 'softmax', 'tanh', 'tanh', 'relu', 'softmax', 'tanh', 'relu', 'relu']",3.5502,4.3931,1.9474,2275195250.0,1491095750.0,784099500.0
1.725,10,"[56, 48, 34, 35, 31, 59, 60, 51, 25, 54]","['tanh', 'softmax', 'tanh', 'relu', 'tanh', 'tanh', 'relu', 'relu', 'softmax', 'tanh']",3.6656,4.5346,1.9998,2270728950.0,1492233200.0,778495750.0
1.8875000000000002,10,"[16, 25, 26, 59, 40, 17, 25, 29, 37, 47]","['tanh', 'relu', 'relu', 'softmax', 'softmax', 'softmax', 'tanh', 'relu', 'relu', 'tanh']",3.5839,4.4679,1.9025,2272978550.0,1489744150.0,783234400.0
2.0500000000000003,10,"[34, 52, 60, 27, 56, 62, 37, 33, 16, 62]","['softmax', 'tanh', 'relu', 'relu', 'tanh', 'relu', 'relu', 'relu', 'tanh', 'relu']",3.6266,4.5908,1.8105,2281116250.0,1489992750.0,791123500.0
2.2125000000000004,10,"[35, 63, 19, 22, 27, 20, 58, 30, 26, 32]","['relu', 'tanh', 'softmax', 'softmax', 'softmax', 'tanh', 'tanh', 'relu', 'relu', 'tanh']",3.5,4.5136,1.5546,2273267075.0,1494519050.0,778748025.0
2.375,10,"[60, 35, 30, 41, 40, 40, 56, 51, 34, 18]","['tanh', 'softmax', 'tanh', 'tanh', 'tanh', 'relu', 'softmax', 'softmax', 'relu', 'tanh']",3.4212,4.2751,1.8021,2273807825.0,1488672125.0,785135700.0
2.5375,10,"[49, 41, 59, 40, 22, 58, 37, 18, 58, 27]","['softmax', 'relu', 'softmax', 'tanh', 'tanh', 'tanh', 'softmax', 'relu', 'tanh', 'relu']",3.5534,4.5912,1.6034,2276575100.0,1485820025.0,790755075.0
2.7,10,"[30, 19, 39, 38, 31, 63, 30, 48, 30, 61]","['softmax', 'softmax', 'softmax', 'relu', 'relu', 'relu', 'softmax', 'tanh', 'relu', 'relu']",3.4915,4.5042,1.5724,2282151450.0,1493853650.0,788297800.0
2.8625000000000003,10,"[62, 48, 44, 51, 53, 52, 34, 38, 61, 63]","['tanh', 'relu', 'softmax', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'softmax', 'softmax']",3.5699,4.4583,1.8774,2272310500.0,1490160375.0,782150125.0
3.0250000000000004,10,"[52, 24, 31, 47, 58, 60, 23, 59, 26, 55]","['softmax', 'softmax', 'relu', 'relu', 'tanh', 'tanh', 'softmax', 'softmax', 'tanh', 'relu']",3.7082,4.5823,2.0277,2270107225.0,1493366500.0,776740725.0
3.1875,10,"[36, 31, 47, 23, 32, 27, 47, 55, 44, 23]","['relu', 'tanh', 'relu', 'relu', 'softmax', 'tanh', 'tanh', 'softmax', 'softmax', 'tanh']",3.4139,4.3443,1.639,2271589725.0,1490327500.0,781262225.0
3.35,10,"[39, 39, 17, 57, 17, 43, 25, 24, 51, 51]","['tanh', 'softmax', 'softmax', 'softmax', 'tanh', 'softmax', 'softmax', 'softmax', 'relu', 'relu']",3.4717,4.4169,1.6729,2267792575.0,1486594500.0,781198075.0
3.5125,10,"[46, 38, 17, 24, 58, 43, 38, 34, 40, 43]","['relu', 'relu', 'softmax', 'relu', 'softmax', 'softmax', 'tanh', 'relu', 'relu', 'softmax']",3.5012,4.3647,1.8703,2274097350.0,1486934675.0,787162675.0
3.6750000000000003,10,"[28, 38, 57, 45, 22, 58, 24, 53, 59, 39]","['relu', 'softmax', 'relu', 'softmax', 'tanh', 'tanh', 'tanh', 'tanh', 'softmax', 'tanh']",3.3872,4.3249,1.6035,2266445700.0,1485483850.0,780961850.0
3.8375000000000004,10,"[54, 62, 49, 28, 53, 17, 31, 21, 42, 19]","['tanh', 'relu', 'softmax', 'softmax', 'tanh', 'softmax', 'relu', 'tanh', 'tanh', 'relu']",3.4657,4.5637,1.357,2268331725.0,1491641325.0,776690400.0
4.0,10,"[22, 61, 22, 33, 16, 61, 25, 57, 33, 21]","['relu', 'tanh', 'relu', 'softmax', 'relu', 'softmax', 'softmax', 'softmax', 'relu', 'relu']",3.544,4.4318,1.8557,2275956825.0,1491583100.0,784373725.0
